Submission Time,Full name,Marital status,Gender,Religion,Date of birth,Current address,Highest formal of education,Faculty/Major,School/University name,Email address,WhatsApp number,Desired positions,Current status,Experience,Applied date,Portfolio (2MB),Upload CV (2MB),Portfolio link,Expected salary (IDR),Where did you find this job?,Consent,Skills
"Mar 15, 2025 @ 03:30 AM",Edi Lazuardi,Single,Female,Catholic,11/06/2001,"Jl. Bangka Raya No. 756, Pasuruan, Riau 44554",D3,Teknik Komputer,Universitas Gunadarma,ghakim@gmail.com,443012960777,Backend Developer,Intern,Fresh graduate,05/28/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8758941,Indeed,checked,"['HTML', 'JavaScript', 'Python', 'Networking', 'React', 'Kubernetes']"
"Mar 07, 2025 @ 10:08 PM",Luthfi Hidayat,Single,Female,Buddhist,09/13/1990,"Gg. Gegerkalong Hilir No. 158, Lubuklinggau, KR 60353",S1/D4,Teknik Komputer,Universitas Bina Nusantara,cnovitasari@ud.int,548699711984,IT Support,Unemployed,More than 5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4744095,Indeed,checked,"['Linux', 'CSS', 'Networking', 'JavaScript', 'Docker', 'Python']"
"Feb 28, 2025 @ 06:18 PM",Tgk. Gaduh Pangestu,Married,Female,Christian,08/17/1997,"Gg. Pelajar Pejuang No. 7, Mojokerto, SU 59868",SMA/SMK,Teknik Komputer,Universitas Gadjah Mada,langgeng84@perum.com,368991776899,DevOps Engineer,Unemployed,3-5 years,06/06/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4916651,Website,checked,"['SQL', 'Networking', 'Azure', 'Kubernetes', 'Figma', 'Linux']"
"Apr 29, 2025 @ 01:11 PM","Drs. Hardi Wahyudin, S.H.",Single,Female,Christian,12/23/1997,"Jalan Suryakencana No. 96, Medan, BB 56621",D3,Teknik Informatika,Universitas Indonesia,tsimanjuntak@yahoo.com,107936383637,Data Analyst,Freelancer,3-5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7186899,Glints,checked,"['Networking', 'CSS', 'Docker', 'AWS', 'React']"
"Jan 27, 2025 @ 10:10 PM",Darimin Pudjiastuti,Married,Male,Hindu,11/04/2001,"Jalan Jend. A. Yani No. 7, Palu, Aceh 11308",S1/D4,Sistem Informasi,Universitas Gadjah Mada,dhassanah@pt.web.id,820828203494,IT Support,Unemployed,More than 5 years,05/30/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6619591,Glints,checked,"['Figma', 'AWS', 'JavaScript', 'Kubernetes', 'Networking', 'React']"
"Jan 01, 2025 @ 04:57 PM","H. Surya Lailasari, S.E.I",Single,Male,Buddhist,12/02/1998,"Gg. Otto Iskandardinata No. 232, Tegal, Nusa Tenggara Barat 07459",S1/D4,Sistem Informasi,Universitas Indonesia,ihassanah@hotmail.com,046323343507,Backend Developer,Unemployed,Fresh graduate,06/07/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8357331,LinkedIn,checked,"['Figma', 'Azure', 'Docker', 'Networking', 'SQL']"
"Jun 12, 2025 @ 08:00 AM","Vera Hutasoit, S.Pd",Married,Female,Hindu,12/17/1989,"Jalan Medokan Ayu No. 628, Langsa, SN 04593",SMA/SMK,Manajemen Informatika,Universitas Indonesia,hutapeaadiarja@cv.int,420699102708,Frontend Developer,Intern,Fresh graduate,06/11/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9837120,Glints,checked,"['Python', 'GCP', 'Azure', 'HTML', 'Kubernetes']"
"Apr 11, 2025 @ 12:17 AM",Vanesa Kusumo,Single,Male,Catholic,06/01/2004,"Jl. Laswi No. 342, Palangkaraya, BB 31861",D3,Sistem Komputer,Universitas Terbuka,asmuni67@perum.ponpes.id,851383953953,Frontend Developer,Fulltime,More than 5 years,06/03/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://cv.web.id/,6165404,Telegram Group,checked,"['Figma', 'Docker', 'SQL', 'Azure', 'Kubernetes', 'AWS']"
"Feb 10, 2025 @ 04:18 AM","R. Karma Putra, S.Psi",Single,Female,Hindu,07/10/1994,"Gang Kiaracondong No. 335, Pangkalpinang, AC 10254",S2,Teknik Komputer,Universitas Gadjah Mada,kanda53@cv.id,669933220787,UI/UX Designer,Intern,More than 5 years,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6592778,LinkedIn,checked,"['JavaScript', 'HTML', 'Figma', 'React', 'AWS']"
"Feb 19, 2025 @ 08:54 AM",Cayadi Mandasari,Single,Male,Hindu,07/08/2001,"Gg. W.R. Supratman No. 80, Batam, SG 74212",S1/D4,Teknik Komputer,Universitas Gadjah Mada,usman85@yahoo.com,773721504777,DevOps Engineer,Intern,Fresh graduate,06/09/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://perum.go.id/,7899540,Website,checked,"['Azure', 'Linux', 'AWS']"
"May 21, 2025 @ 02:32 PM","Ade Sudiati, S.T.",Single,Male,Moslem,10/05/1994,"Gg. M.H Thamrin No. 681, Cimahi, Papua Barat 73598",D3,Sistem Komputer,Universitas Terbuka,byulianti@gmail.com,636220305052,IT Support,Unemployed,More than 5 years,06/05/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5556483,Telegram Group,checked,"['Python', 'Linux', 'React']"
"Feb 14, 2025 @ 04:24 PM",Ghaliyati Budiyanto,Married,Male,Buddhist,05/09/2000,"Gang Pasteur No. 7, Depok, Maluku 75314",SMA/SMK,Manajemen Informatika,Universitas Terbuka,shakilalailasari@hotmail.com,278425752162,DevOps Engineer,Unemployed,3-5 years,05/29/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9012464,LinkedIn,checked,"['AWS', 'SQL', 'Kubernetes', 'GCP', 'JavaScript', 'Figma']"
"Mar 24, 2025 @ 05:35 AM",Kairav Palastri,Single,Male,Hindu,08/15/1998,"Gg. Cikutra Barat No. 950, Bogor, GO 53841",D3,Sistem Komputer,Universitas Gunadarma,satyawidodo@yahoo.com,203441515044,Backend Developer,Fulltime,Fresh graduate,06/07/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5554135,Telegram Group,checked,"['Python', 'Docker', 'GCP', 'Linux', 'React', 'Networking']"
"Jun 12, 2025 @ 03:09 AM",Elvina Siregar,Married,Male,Christian,04/24/2001,"Jl. Lembong No. 272, Sibolga, SU 82882",D3,Manajemen Informatika,Universitas Gunadarma,hastutibala@cv.edu,352552206660,Data Analyst,Fulltime,3-5 years,05/23/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5703620,Glints,checked,"['Kubernetes', 'Networking', 'Python', 'Azure', 'JavaScript']"
"Feb 08, 2025 @ 09:27 PM",Ajiono Aryani,Single,Female,Catholic,03/23/1991,"Jl. Cempaka No. 088, Banjarbaru, Maluku Utara 71940",S1/D4,Teknik Komputer,Universitas Indonesia,hutapeaputri@pt.com,370542764356,Frontend Developer,Unemployed,Fresh graduate,06/03/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5131123,Telegram Group,checked,"['Azure', 'React', 'CSS', 'Linux', 'Networking']"
"Apr 17, 2025 @ 12:20 AM",Yani Farida,Single,Male,Moslem,01/23/1999,"Jalan Dr. Djunjunan No. 8, Meulaboh, Papua Barat 67635",S2,Teknik Komputer,Universitas Gunadarma,cakrawangsa17@yahoo.com,119315477890,Backend Developer,Intern,1-3 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5649118,Indeed,checked,"['Figma', 'Azure', 'HTML', 'Docker', 'GCP']"
"Feb 12, 2025 @ 02:02 PM","Tgk. Agnes Puspasari, S.Sos",Married,Female,Christian,09/06/2001,"Gg. Cihampelas No. 32, Semarang, SS 10742",S1/D4,Sistem Komputer,Universitas Terbuka,hartana21@pd.desa.id,495291245626,Frontend Developer,Fulltime,More than 5 years,06/01/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://pt.org/,7332870,Telegram Group,checked,"['Figma', 'Linux', 'AWS']"
"Jan 04, 2025 @ 01:55 PM",Prayoga Purwanti,Single,Female,Buddhist,06/09/1997,"Jalan Kapten Muslihat No. 85, Kota Administrasi Jakarta Utara, Kalimantan Selatan 48138",SMA/SMK,Informatics,Universitas Terbuka,mmandala@perum.int,000300264333,UI/UX Designer,Freelancer,3-5 years,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9450835,Website,checked,"['Networking', 'AWS', 'Docker']"
"Apr 04, 2025 @ 11:34 PM","Ir. Jagapati Mayasari, S.Kom",Married,Male,Moslem,05/08/1993,"Jalan Setiabudhi No. 123, Tarakan, Sumatera Utara 21745",S1/D4,Manajemen Informatika,Universitas Bina Nusantara,cindy52@gmail.com,761816968810,Frontend Developer,Fulltime,1-3 years,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9182435,Indeed,checked,"['Azure', 'Figma', 'Networking', 'Python', 'GCP']"
"Apr 02, 2025 @ 08:15 AM","R.A. Yuni Yuniar, M.Pd",Married,Female,Catholic,03/31/1996,"Gg. Moch. Ramdan No. 26, Surakarta, Maluku 93478",SMA/SMK,Sistem Komputer,Universitas Indonesia,ppertiwi@perum.id,810301110212,UI/UX Designer,Unemployed,Fresh graduate,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8890862,Website,checked,"['React', 'Figma', 'Linux', 'Azure', 'JavaScript']"
"Feb 25, 2025 @ 12:03 PM",Laras Novitasari,Single,Female,Moslem,05/14/1999,"Jl. Wonoayu No. 8, Mojokerto, BE 32140",D3,Teknik Komputer,Institut Teknologi Bandung,kasim16@pd.ac.id,997693505960,DevOps Engineer,Fulltime,3-5 years,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.cv.ac.id/,5243027,Glints,checked,"['Linux', 'AWS', 'HTML', 'Python', 'Figma']"
"Mar 20, 2025 @ 02:38 PM",Eja Sudiati,Married,Female,Hindu,12/16/1998,"Jalan Rajiman No. 083, Langsa, PB 28263",S2,Teknik Komputer,Universitas Gadjah Mada,mulyanarpati@gmail.com,950793276017,Data Analyst,Freelancer,More than 5 years,05/25/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5017336,Telegram Group,checked,"['Kubernetes', 'AWS', 'Linux', 'Azure']"
"Apr 03, 2025 @ 02:13 PM","Diana Wibisono, M.Farm",Single,Female,Catholic,03/17/2003,"Gang Cihampelas No. 5, Dumai, Banten 24536",D3,Teknik Komputer,Institut Teknologi Bandung,ekahalimah@perum.co.id,387895266552,UI/UX Designer,Fulltime,3-5 years,05/15/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5318806,Instagram,checked,"['GCP', 'Linux', 'Kubernetes', 'Node.js']"
"May 29, 2025 @ 06:23 AM",Samiah Marbun,Married,Female,Christian,07/08/1989,"Jalan Dipatiukur No. 512, Semarang, YO 37438",S2,Manajemen Informatika,Universitas Terbuka,esitompul@gmail.com,908563664606,Data Analyst,Freelancer,1-3 years,06/05/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.perum.int/,9812088,Website,checked,"['Docker', 'Node.js', 'JavaScript']"
"Mar 02, 2025 @ 04:55 PM","Harjaya Siregar, S.Pt",Married,Female,Christian,05/04/1995,"Jl. Tebet Barat Dalam No. 86, Bukittinggi, Kalimantan Timur 74749",SMA/SMK,Sistem Komputer,Universitas Terbuka,hairyanto70@perum.web.id,861845648702,DevOps Engineer,Unemployed,1-3 years,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8698676,Telegram Group,checked,"['Azure', 'AWS', 'CSS', 'JavaScript', 'SQL', 'Figma']"
"Jan 19, 2025 @ 06:25 PM",Empluk Yolanda,Single,Female,Catholic,07/30/2003,"Jl. Kutai No. 962, Surabaya, Kalimantan Tengah 99015",S2,Manajemen Informatika,Universitas Gadjah Mada,lasmanto77@perum.net.id,424446398901,IT Support,Unemployed,More than 5 years,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7136204,Indeed,checked,"['AWS', 'Networking', 'Docker', 'GCP']"
"May 13, 2025 @ 06:29 AM",Citra Sitorus,Married,Male,Hindu,06/21/1989,"Gang Ir. H. Djuanda No. 935, Prabumulih, ST 01175",D3,Sistem Informasi,Universitas Bina Nusantara,kamilaardianto@hotmail.com,404743402837,UI/UX Designer,Fulltime,1-3 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9785400,LinkedIn,checked,"['Networking', 'Node.js', 'Figma', 'Linux', 'Azure']"
"Feb 07, 2025 @ 11:24 AM",Jelita Suryono,Married,Female,Catholic,05/04/2002,"Jl. Ahmad Dahlan No. 632, Sorong, Sulawesi Utara 73423",D3,Manajemen Informatika,Universitas Gadjah Mada,lukita25@pt.biz.id,190828052042,DevOps Engineer,Fulltime,3-5 years,06/07/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5099380,LinkedIn,checked,"['JavaScript', 'Node.js', 'Kubernetes']"
"Apr 23, 2025 @ 08:18 AM","drg. Paulin Hasanah, S.H.",Single,Female,Christian,01/20/2001,"Gang Rajiman No. 67, Probolinggo, Kepulauan Riau 50798",D3,Sistem Informasi,Universitas Gunadarma,sakamandasari@cv.ponpes.id,458502541473,Backend Developer,Freelancer,1-3 years,05/16/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://perum.sch.id/,8058731,Website,checked,"['Linux', 'Figma', 'Kubernetes']"
"Jan 04, 2025 @ 04:32 AM","Puput Rahimah, S.IP",Single,Female,Christian,06/26/1995,"Gang Astana Anyar No. 88, Yogyakarta, Kalimantan Tengah 06166",SMA/SMK,Sistem Informasi,Universitas Bina Nusantara,ade33@yahoo.com,167920241861,DevOps Engineer,Fulltime,More than 5 years,05/17/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9074237,LinkedIn,checked,"['Networking', 'Node.js', 'CSS']"
"Mar 31, 2025 @ 05:01 AM",Daliono Mustofa,Married,Female,Christian,06/19/1999,"Gang Wonoayu No. 1, Tual, RI 84106",SMA/SMK,Sistem Komputer,Universitas Gunadarma,maryadiivan@pd.or.id,959697367105,UI/UX Designer,Fulltime,3-5 years,05/26/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5324105,Glints,checked,"['Kubernetes', 'SQL', 'React', 'Python']"
"Jun 11, 2025 @ 05:52 PM","Drs. Arsipatra Wacana, S.Pd",Married,Male,Buddhist,05/27/1990,"Gg. Pasirkoja No. 378, Sibolga, AC 17026",S2,Sistem Komputer,Universitas Gunadarma,warji97@cv.ponpes.id,436787032404,Backend Developer,Freelancer,1-3 years,05/23/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4962550,LinkedIn,checked,"['Azure', 'AWS', 'Kubernetes', 'GCP']"
"Mar 17, 2025 @ 07:22 PM",Agnes Yolanda,Married,Male,Christian,04/27/1995,"Jalan Veteran No. 55, Kota Administrasi Jakarta Utara, Sumatera Barat 06391",S2,Manajemen Informatika,Universitas Terbuka,winarsihgina@ud.net,171906128775,Data Analyst,Freelancer,More than 5 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6268370,Telegram Group,checked,"['Node.js', 'Figma', 'Docker']"
"Mar 30, 2025 @ 11:23 PM",Dasa Tampubolon,Single,Female,Buddhist,07/19/1989,"Jl. M.H Thamrin No. 982, Tarakan, KI 37395",D3,Sistem Komputer,Institut Teknologi Bandung,ypradana@gmail.com,663140025991,DevOps Engineer,Fulltime,1-3 years,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://cv.mil.id/,7295439,Telegram Group,checked,"['AWS', 'GCP', 'React', 'Docker', 'CSS']"
"Feb 06, 2025 @ 01:25 PM",Drs. Darimin Halimah,Single,Male,Hindu,08/27/1994,"Jalan Veteran No. 27, Tasikmalaya, SB 80641",SMA/SMK,Sistem Informasi,Universitas Terbuka,humairaprasasta@yahoo.com,906960433960,UI/UX Designer,Fulltime,More than 5 years,06/06/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9823104,Glints,checked,"['Linux', 'SQL', 'Figma']"
"Feb 08, 2025 @ 01:03 AM",Anita Saragih,Single,Male,Christian,11/03/1992,"Gg. Suniaraja No. 717, Binjai, JK 65297",S1/D4,Sistem Komputer,Institut Teknologi Bandung,elvinsudiati@hotmail.com,125884280573,Frontend Developer,Fulltime,More than 5 years,06/01/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9684275,LinkedIn,checked,"['Figma', 'React', 'CSS', 'Linux']"
"May 25, 2025 @ 09:49 PM",Victoria Maheswara,Married,Male,Moslem,01/16/2001,"Gg. Peta No. 4, Sukabumi, Sulawesi Selatan 37377",D3,Informatics,Universitas Bina Nusantara,upik05@yahoo.com,807219612016,IT Support,Fulltime,Fresh graduate,05/18/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7880074,LinkedIn,checked,"['GCP', 'Kubernetes', 'AWS', 'Docker']"
"Jan 02, 2025 @ 11:11 AM",Pangeran Suryatmi,Married,Female,Hindu,04/30/1990,"Jalan M.H Thamrin No. 67, Prabumulih, Nusa Tenggara Timur 65940",S1/D4,Sistem Komputer,Universitas Bina Nusantara,zahra60@perum.edu,190595664237,UI/UX Designer,Intern,1-3 years,05/15/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7147574,Indeed,checked,"['Networking', 'HTML', 'SQL', 'Kubernetes', 'Linux']"
"Apr 11, 2025 @ 01:52 PM",Hana Usada,Single,Male,Christian,01/11/1991,"Jalan BKR No. 0, Bima, Bali 43481",D3,Teknik Komputer,Universitas Gunadarma,salahudinpranawa@gmail.com,939261365454,Frontend Developer,Intern,Fresh graduate,05/27/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7009842,Website,checked,"['CSS', 'Kubernetes', 'Figma']"
"Mar 12, 2025 @ 05:27 PM","R.A. Padma Anggraini, S.IP",Married,Male,Moslem,08/16/1997,"Jl. Asia Afrika No. 408, Tangerang, JB 81642",SMA/SMK,Informatics,Universitas Terbuka,gambira35@hotmail.com,341636062749,UI/UX Designer,Unemployed,Fresh graduate,06/09/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8014437,Glints,checked,"['React', 'GCP', 'Node.js']"
"Apr 26, 2025 @ 12:18 PM",Vanya Wulandari,Single,Female,Hindu,05/12/1995,"Jl. Kapten Muslihat No. 0, Palembang, BA 66915",D3,Manajemen Informatika,Universitas Indonesia,gangsarrahayu@pd.mil.id,962621334567,UI/UX Designer,Intern,1-3 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4208565,Glints,checked,"['HTML', 'Kubernetes', 'Python', 'SQL', 'CSS']"
"Apr 28, 2025 @ 12:02 AM",Maimunah Oktaviani,Married,Female,Hindu,12/26/1989,"Jl. Cihampelas No. 35, Sorong, Kalimantan Selatan 94079",SMA/SMK,Sistem Komputer,Universitas Gunadarma,nurulmandala@pt.ponpes.id,985685395803,Data Analyst,Intern,1-3 years,05/23/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9348184,LinkedIn,checked,"['GCP', 'React', 'SQL', 'Node.js']"
"May 28, 2025 @ 08:25 AM",Shakila Permadi,Married,Male,Hindu,10/15/1997,"Jalan Moch. Ramdan No. 020, Bukittinggi, PB 39294",S1/D4,Teknik Komputer,Institut Teknologi Bandung,xirawan@yahoo.com,414792935305,IT Support,Fulltime,1-3 years,05/13/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.perum.gov/,6194426,Telegram Group,checked,"['AWS', 'Azure', 'Networking']"
"Jan 12, 2025 @ 11:50 AM",Dt. Liman Hidayat,Married,Male,Moslem,10/26/1990,"Gang Joyoboyo No. 9, Meulaboh, RI 34846",S2,Teknik Informatika,Universitas Indonesia,mila82@hotmail.com,515147035904,Backend Developer,Intern,More than 5 years,06/03/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5510707,Website,checked,"['HTML', 'Linux', 'CSS', 'Kubernetes', 'JavaScript', 'React']"
"Apr 30, 2025 @ 05:42 AM",Zulaikha Usamah,Single,Male,Buddhist,06/17/2002,"Gg. Rajawali Timur No. 92, Bima, Riau 91835",S1/D4,Manajemen Informatika,Universitas Bina Nusantara,julipalastri@yahoo.com,571990898780,DevOps Engineer,Fulltime,1-3 years,05/26/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4720637,LinkedIn,checked,"['GCP', 'CSS', 'Docker', 'HTML', 'AWS', 'JavaScript']"
"Feb 14, 2025 @ 08:37 PM",Usyi Mustofa,Single,Female,Buddhist,10/30/2003,"Jalan Ahmad Dahlan No. 153, Cilegon, Bali 39401",S1/D4,Sistem Informasi,Universitas Gadjah Mada,oliva07@ud.org,191123404865,Data Analyst,Fulltime,3-5 years,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://pt.org/,7273917,Telegram Group,checked,"['Kubernetes', 'SQL', 'CSS', 'AWS']"
"Feb 18, 2025 @ 05:01 AM",Ajeng Prastuti,Married,Male,Catholic,06/20/1992,"Jl. Merdeka No. 21, Madiun, JK 02085",S1/D4,Teknik Komputer,Universitas Gunadarma,galionofujiati@ud.com,516234641098,DevOps Engineer,Freelancer,More than 5 years,05/16/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4468111,Telegram Group,checked,"['React', 'Docker', 'JavaScript', 'GCP', 'Azure']"
"Mar 21, 2025 @ 12:44 AM","dr. Zalindra Prasetyo, S.E.I",Single,Male,Moslem,01/11/2000,"Gang Siliwangi No. 29, Tangerang, YO 30869",SMA/SMK,Informatics,Universitas Indonesia,adhiarjasaefullah@pt.net.id,446189137374,Backend Developer,Freelancer,Fresh graduate,06/01/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5471321,Glints,checked,"['Python', 'Azure', 'SQL', 'Docker', 'AWS', 'Linux']"
"May 30, 2025 @ 12:19 PM","Adiarja Tamba, S.I.Kom",Married,Female,Moslem,12/07/2002,"Jl. Wonoayu No. 542, Kota Administrasi Jakarta Timur, KU 88746",S2,Sistem Komputer,Universitas Gunadarma,karjawaluyo@pd.org,402646392015,DevOps Engineer,Unemployed,3-5 years,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7912595,Telegram Group,checked,"['SQL', 'CSS', 'Python', 'Networking', 'Docker']"
"Feb 17, 2025 @ 09:56 AM",Lili Rahimah,Single,Male,Christian,08/28/1992,"Gang Rajawali Barat No. 153, Tual, GO 09820",S2,Informatics,Universitas Indonesia,gawati57@hotmail.com,922258760781,UI/UX Designer,Fulltime,1-3 years,06/05/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6678498,Website,checked,"['SQL', 'Docker', 'Figma']"
"May 05, 2025 @ 08:15 AM",Intan Sitorus,Married,Female,Buddhist,11/19/1998,"Gg. Kutai No. 194, Sibolga, SS 19440",S1/D4,Teknik Komputer,Universitas Indonesia,hyulianti@pd.id,088592668782,Backend Developer,Unemployed,3-5 years,05/28/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8026063,Telegram Group,checked,"['Linux', 'SQL', 'Node.js', 'Azure', 'Networking', 'GCP']"
"May 26, 2025 @ 09:43 AM",Dina Yolanda,Single,Male,Moslem,04/30/2003,"Jl. Sukajadi No. 82, Bekasi, Kepulauan Riau 88549",D3,Informatics,Institut Teknologi Bandung,putrisimanjuntak@gmail.com,623423390381,Backend Developer,Intern,Fresh graduate,06/11/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8722875,LinkedIn,checked,"['AWS', 'Figma', 'Node.js', 'JavaScript', 'CSS']"
"Mar 29, 2025 @ 06:04 AM",Bakiadi Nababan,Single,Male,Moslem,02/13/1993,"Jl. Joyoboyo No. 12, Tanjungpinang, Bengkulu 71485",S1/D4,Teknik Komputer,Universitas Bina Nusantara,twastuti@cv.biz.id,994861761888,DevOps Engineer,Fulltime,3-5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://perum.biz.id/,5051531,Telegram Group,checked,"['Azure', 'CSS', 'GCP', 'JavaScript', 'Figma']"
"Mar 30, 2025 @ 03:35 PM",Cakrabirawa Setiawan,Married,Male,Moslem,05/05/1997,"Gang Lembong No. 9, Ternate, KB 24134",D3,Teknik Informatika,Universitas Indonesia,emas24@ud.web.id,371020231323,Data Analyst,Unemployed,Fresh graduate,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.perum.ac.id/,4344238,Glints,checked,"['SQL', 'GCP', 'JavaScript']"
"Apr 30, 2025 @ 07:21 PM",Farhunnisa Purnawati,Single,Female,Moslem,10/02/2000,"Jl. Cikapayang No. 625, Banjarmasin, DI Yogyakarta 35190",D3,Teknik Komputer,Universitas Gadjah Mada,mwibisono@cv.web.id,910582572240,IT Support,Unemployed,3-5 years,06/11/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://pd.web.id/,5218768,Indeed,checked,"['Node.js', 'GCP', 'Azure', 'Networking', 'CSS', 'Docker']"
